book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
-hiPzgEACAAJ,python,Python Programming for Beginners,The Ultimate Guide for Beginners to Learn Python Programming: Crash Course on Python Programming for Beginners,Amz Publishing,"The history of Python kicked off when Guido van Rossum, the founder of Python, started working on it in the late 1980s. Python is the successor of the ABC programming language. The first Python version was released back in 1991 and has only grown exponentially since then. It now has a vast community that releases the latest updates regularly. Guido van Rossum is also known as the ""Benevolent Dictator for Life"". This title was given to him by the Python community to honor him for his long-term commitment and dedication to the project and for being the project leader for such a long period. Python is a high-level interpreted programming language that is used throughout the world for general-purpose programming. It is an open-source programming language licensed by both the Free Software Foundation (FSF) and Open-Source Initiative (OSI). Like some other programming languages, its source code is also available under the GNU General Public License (GPL). Python 2.x, being the legacy version, was used earlier across the globe. It stopped receiving newer features and security updates after Python 2.7, so people migrated to Python version 3.x. Throughout this book, we will be focusing more on the Python 3.x version, which is the latest and is currently in active development. Before we proceed further, I would like to inform you all that the purpose of writing this book is to make your understanding of Python clearer by explaining technical terms in layman's language with the help of code snippets and practical examples. I also wanted to make sure that the reader does not feel bored while reading the book, so I'll be adding some attractive code snippets that are appealing to the eyes.",ISBN_13,False,False,194,"N,/,A",en,http://books.google.com/books/content?id=-hiPzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2021-07-13,N/A
HTyXlPr4JtkC,python,The Collected Scientific Papers of the Late William Alexander Forbes,N/A,Forbes,N/A,OTHER,False,True,576,Zoology,en,http://books.google.com/books/content?id=HTyXlPr4JtkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=HTyXlPr4JtkC&rdid=book-HTyXlPr4JtkC&rdot=1&source=gbs_api,1885,N/A
oisZAAAAYAAJ,python,"The Collected Scientific Papers of the Late William Alexander Forbes, M.A. ...",N/A,William Alexander Forbes,N/A,OTHER,False,True,584,Birds,en,http://books.google.com/books/content?id=oisZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=oisZAAAAYAAJ&rdid=book-oisZAAAAYAAJ&rdot=1&source=gbs_api,1885,N/A
poRIAQAAMAAJ,python,The Living Age,N/A,N/A,N/A,OTHER,False,True,844,"N,/,A",en,http://books.google.com/books/content?id=poRIAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=poRIAQAAMAAJ&rdid=book-poRIAQAAMAAJ&rdot=1&source=gbs_api,1889,N/A
8b0bAQAAMAAJ,python,Lloyd's List Law Reports,N/A,N/A,N/A,OTHER,False,True,540,Commercial law,en,http://books.google.com/books/content?id=8b0bAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=8b0bAQAAMAAJ&rdid=book-8b0bAQAAMAAJ&rdot=1&source=gbs_api,1922,N/A
_2VCAQAAMAAJ,python,"The Selborne Magazine and ""Nature Notes,""",The Organ of the Selborne Society,N/A,N/A,OTHER,False,True,560,Natural history,en,http://books.google.com/books/content?id=_2VCAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=_2VCAQAAMAAJ&rdid=book-_2VCAQAAMAAJ&rdot=1&source=gbs_api,1907,N/A
yvBEAAAAYAAJ,python,"The Selborne Magazine and ""Nature Notes,"" the Organ of the Selborne Society ....",N/A,N/A,N/A,OTHER,False,True,302,Natural history,en,http://books.google.com/books/content?id=yvBEAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=yvBEAAAAYAAJ&rdid=book-yvBEAAAAYAAJ&rdot=1&source=gbs_api,1907,N/A
a18DAAAAYAAJ,python,Nature Notes,The Selborne Society's Magazine,N/A,N/A,OTHER,False,True,312,"N,/,A",en,http://books.google.com/books/content?id=a18DAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=a18DAAAAYAAJ&rdid=book-a18DAAAAYAAJ&rdot=1&source=gbs_api,1907,N/A
t0lPAAAAYAAJ,python,The Homestead,N/A,N/A,N/A,OTHER,False,True,1502,Home economics,en,http://books.google.com/books/content?id=t0lPAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=t0lPAAAAYAAJ&rdid=book-t0lPAAAAYAAJ&rdot=1&source=gbs_api,1923,N/A
ferSxySetXAC,python,Progressive Farmer,N/A,N/A,N/A,OTHER,False,False,1056,Agriculture,en,http://books.google.com/books/content?id=ferSxySetXAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1995,N/A
4ZhyAgAAQBAJ,python,A Practical Guide to Fedora and Red Hat Enterprise Linux,N/A,Mark G. Sobell,"“I have found this book to be a very useful classroom text, as well as a great Linux resource. It teaches Linux using a ground-up approach that gives students the chance to progress with their skills and grow into the Linux world. I have often pointed to this book when asked to recommend a solid Linux reference.” – Eric Hartwell, Chair, School of Information Technology, ITT Technical Institute Master All the Techniques You Need to Succeed with FedoraTM or Red Hat® Enterprise Linux® The #1 Fedora and RHEL resource–a tutorial AND on-the-job reference Master Linux administration and security using the command line, GUI tools, Python, systemd, and firewalld Set up key Internet servers, step by step, including Samba, Apache, MariaDB/MySQL, sendmail, OpenSSH, DNS, LDAP, and more Brand-new chapter on Virtual Machines and Cloud Computing! In this comprehensive guide, one of the world’s leading Linux experts brings together all the knowledge and real-world insights you need to master and succeed with today’s versions of Fedora or Red Hat Enterprise Linux. Best-selling author Mark Sobell explains Linux clearly and effectively, focusing on skills you’ll actually need as a user, programmer, or administrator. Sobell assumes no prior Linux knowledge. He starts at the beginning and walks you through every topic and task that matters, using easy-to-understand examples. Step by step, you’ll learn how to install and configure Linux from the accompanying DVD, navigate its graphical user interface, provide file/printer sharing, configure network servers, secure Linux desktops and networks, work with the command line, administer Linux efficiently, and automate administration using Python and bash. Mark Sobell has taught hundreds of thousands of Linux and UNIX professionals. He knows every Linux nook and cranny–and he never forgets what it’s like to be new to Linux. Whatever you want to do with Linux–now or in the future–you’ll find it in this book. Compared with other Linux books, A Practical Guide to FedoraTMand Red Hat®Enterprise Linux ®, Seventh Edition, delivers Complete, up-to-the-minute coverage of Fedora 19 and RHEL 7 (beta) New programming chapters that cover Python and MariaDB/MySQL, plus a new tutorial on using GnuPG to encrypt communications Information on state-of-the-art security: SELinux, ACLs, firewalld ( firewall-config and firewall-cmd), iptables ( system-config-firewall), GnuPG, and OpenSSH New chapter on VMs (virtual machines) and cloud computing, including VMware, QEMU/KVM, virt-manager, virsh, GNOME Boxes, and AWS (Amazon Web Services) Expanded command-line coverage, including a new chapter that details 32 important utilities Practical information on Internet server configuration, including Apache, sendmail, NFSv4, DNS/BIND, the new LDAP Dynamic Server, and IPv6 Complete “meat-and-potatoes” information on system/network administration, now including GRUB 2, the XFS filesystem, the new Anaconda Installer, the systemd init daemon, firewalld, and NetworkManager Detailed instructions on keeping Linux systems up to date, finding software packages, and working with repositories using yum and rpm Full coverage of the LPI Linux Essentials exam objectives plus extensive coverage of the CompTIA Linux+ exam objectives; Appendix E provides a map from objectives to pages in the book New coverage of find, sort, xz (compression), free, xargs, and the nano editor And much more, including a 500+ term glossary and comprehensive indexes",ISBN_13,True,True,1400,Computers,en,http://books.google.com/books/content?id=4ZhyAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,57.99,USD,46.39,USD,https://play.google.com/store/books/details?id=4ZhyAgAAQBAJ&rdid=book-4ZhyAgAAQBAJ&rdot=1&source=gbs_api,2013-12-26,Prentice Hall
DBhI_8ccuB4C,python,"Contemporary Theatre, Film and Television",N/A,"Gale Research Staff,Linda S. Hubbard,Sara J. Steen","Biographical reference providing information on individuals active in the theatre, film, and television industries. Covers not only performers, directors, writers, and producers, but also behind-the-scenes specialists such as designers, managers, choreographers, technicians, composers, executives, dancers, and critics from the United States and Great Britain.",ISBN_10,False,False,546,Biography & Autobiography,en,http://books.google.com/books/content?id=DBhI_8ccuB4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1989-09-15,Gale Cengage
3Y1oHQlInp0C,python,List of the Vertebrated Animals Now Or Lately Living in the Gardens of the Zoological Society of London,N/A,Zoological Society of London,N/A,OTHER,False,True,706,"N,/,A",en,http://books.google.com/books/content?id=3Y1oHQlInp0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=3Y1oHQlInp0C&rdid=book-3Y1oHQlInp0C&rdot=1&source=gbs_api,1883,N/A
relNgWfO7eEC,python,A Malay-English dictionary,N/A,Richard James Wilkinson,N/A,OTHER,False,True,812,English language,en,http://books.google.com/books/content?id=relNgWfO7eEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=relNgWfO7eEC&rdid=book-relNgWfO7eEC&rdot=1&source=gbs_api,1901,N/A
m-3UAAAAMAAJ,python,"Bulletin of the School of Oriental Studies, London Institution",N/A,University of London. School of Oriental and African Studies,N/A,OTHER,False,True,890,African languages,en,http://books.google.com/books/content?id=m-3UAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=m-3UAAAAMAAJ&rdid=book-m-3UAAAAMAAJ&rdot=1&source=gbs_api,1923,N/A
Wa42AQAAMAAJ,python,Littell's Living Age,N/A,N/A,N/A,OTHER,False,True,844,Literature,en,http://books.google.com/books/content?id=Wa42AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=Wa42AQAAMAAJ&rdid=book-Wa42AQAAMAAJ&rdot=1&source=gbs_api,1889,N/A
JT9VAAAAMAAJ,python,Linux Journal,N/A,N/A,N/A,OTHER,False,False,1062,Linux,en,http://books.google.com/books/content?id=JT9VAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2000,N/A
U6GFswEACAAJ,python,The Complete Software Developer's Career Guide,N/A,John Z. Sonmez,"""Early in his software developer career, John Sonmez discovered that technical knowledge alone isn't enough to break through to the next income level - developers need ""soft skills"" like the ability to learn new technologies just in time, communicate clearly with management and consulting clients, negotiate a fair hourly rate, and unite teammates and coworkers in working toward a common goal. Today John helps more than 1.4 million programmers every year to increase their income by developing this unique blend of skills. Who Should Read This Book? Entry-Level Developers - This book will show you how to ensure you have the technical skills your future boss is looking for, create a resume that leaps off a hiring manager's desk, and escape the ""no work experience"" trap. Mid-Career Developers - You'll see how to find and fill in gaps in your technical knowledge, position yourself as the one team member your boss can't live without, and turn those dreaded annual reviews into chance to make an iron-clad case for your salary bump. Senior Developers - This book will show you how to become a specialist who can command above-market wages, how building a name for yourself can make opportunities come to you, and how to decide whether consulting or entrepreneurship are paths you should pursue. Brand New Developers - In this book you'll discover what it's like to be a professional software developer, how to go from ""I know some code"" to possessing the skills to work on a development team, how to speed along your learning by avoiding common beginner traps, and how to decide whether you should invest in a programming degree or 'bootcamp.'""--",ISBN_10,False,False,796,Computer programming,en,http://books.google.com/books/content?id=U6GFswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2017,"Simple Programmer, LLC"
CaPwAAAAMAAJ,python,Identification Manual: Reptilia. Amphibia. Pisces,N/A,N/A,N/A,OTHER,False,False,772,Endangered species,en,http://books.google.com/books/content?id=CaPwAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1995,N/A
3gZNAQAAIAAJ,python,ARC User,N/A,N/A,N/A,OTHER,False,False,302,Geographic information systems,en,http://books.google.com/books/content?id=3gZNAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2005,N/A
VelPAAAAYAAJ,python,Dr. Dobb's Journal,Software Tools for the Professional Programmer,N/A,N/A,OTHER,False,False,892,Application software,en,http://books.google.com/books/content?id=VelPAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2001,N/A
ezozEAAAQBAJ,python,Hello Raspberry Pi!,Python programming for kids and other beginners,Ryan C. Heitz,"Summary A fun and imaginative way for kids and other beginners to take their first steps programming on a Raspberry Pi. Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications. About the Technology The Raspberry Pi is a small, low-cost computer invented to encourage experimentation. The Pi is a snap to set up, and using the free Python programming language, you can learn to create video games, control robots, and maybe even write programs to do your math homework! About the Book Hello Raspberry Pi! is a fun way for kids to take their first steps programming on a Raspberry Pi. First, you discover how to set up and navigate the Pi. Next, begin Python programming by learning basic concepts with engaging challenges and games. This book gives you an introduction to computer programming as you gain the confidence to explore, learn, and create on your own. The last part of the book introduces you to the world of computer control of physical objects, where you create interactive projects with lights, buttons, and sounds. What's Inside Learn Python with fun examples Write games and control electronics Use Pygame for video game sounds and graphics Loaded with programming exercises About the Reader To use this book, you'll need a Raspberry Pi starter kit, keyboard, mouse, and monitor. No programming experience needed. Table of Contents PART 1 GETTING STARTED 1 Meet Raspberry Pi Exploring Python PART 2 PLAYING WITH PYTHON Silly Sentence Generator 3000: creating interactive programs Norwegian Blue parrot game: adding logic to programs Raspi's Cave Adventure PART 3 PI AND PYTHON PROJECTS Blinky Pi Light Up Guessing Game DJ Raspi APPENDIXES Raspberry Pi troubleshooting Raspberry Pi ports and legacy boards Solutions to chapter challenges Raspberry Pi projects",ISBN_13,True,False,413,Computers,en,http://books.google.com/books/content?id=ezozEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,19.99,USD,19.99,USD,https://play.google.com/store/books/details?id=ezozEAAAQBAJ&rdid=book-ezozEAAAQBAJ&rdot=1&source=gbs_api,2016-01-12,Simon and Schuster
YKayM-CwlEwC,python,The Century Dictionary and Cyclopedia,"A Work of Universal Reference in All Departments of Knowledge, with a New Atlas of the World",N/A,N/A,OTHER,False,True,898,"N,/,A",en,http://books.google.com/books/content?id=YKayM-CwlEwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=YKayM-CwlEwC&rdid=book-YKayM-CwlEwC&rdot=1&source=gbs_api,1906,N/A
zLRJAAAAYAAJ,python,Zoological Society Bulletin,N/A,New York Zoological Society,N/A,OTHER,False,True,470,Zoology,en,http://books.google.com/books/content?id=zLRJAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=zLRJAAAAYAAJ&rdid=book-zLRJAAAAYAAJ&rdot=1&source=gbs_api,1925,N/A
ZZceAQAAIAAJ,python,Bulletin,N/A,New York Zoological Society,"Vol. 31, no. 1, Jan./Feb. 1928, commemorates ""A quarter-century of the New York Aquarium.""",OTHER,False,True,650,Zoology,en,http://books.google.com/books/content?id=ZZceAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=ZZceAQAAIAAJ&rdid=book-ZZceAQAAIAAJ&rdot=1&source=gbs_api,1925,N/A
C_HRAAAAMAAJ,python,Bulletin - New York Zoological Society,N/A,N/A,N/A,OTHER,False,True,502,Animals,en,http://books.google.com/books/content?id=C_HRAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=C_HRAAAAMAAJ&rdid=book-C_HRAAAAMAAJ&rdot=1&source=gbs_api,1926,N/A
9zFMAQAAMAAJ,python,Hornaday's American Natural History,A Foundation of Useful Knowledge of the Higher Animals of North America,William Temple Hornaday,N/A,OTHER,False,True,488,Natural history,en,http://books.google.com/books/content?id=9zFMAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=9zFMAQAAMAAJ&rdid=book-9zFMAQAAMAAJ&rdot=1&source=gbs_api,1927,N/A
eH2b0AEACAAJ,python,The Agile Comms Handbook,"How to Clearly, Creatively Work in the Open",Giles Turnbull,"This is a short, practical guide for people and teams who are keen to start working in the open. Agile comms is a set of simple techniques for bringing work and comms closer together - it helps teams communicate about work, as it happens. Giles Turnbull has worked with lots of teams in government and the private sector, helping them bring a more accessible, human tone to their communication material. This book brings together the things he's learned along the way. Agile comms isn't the same as content design, but the two ideas have a lot in common. This book is useful for content designers, product owners, delivery managers, user researchers, comms professionals, strategists, founders, digital transformation professionals and senior leaders. It's lively, accessible, readable and short. There are tea-related jokes.",ISBN_10,False,False,0,Computers,en,http://books.google.com/books/content?id=eH2b0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2023-06-16,Use the Human Voice
mtdVAAAAYAAJ,python,Proceedings,N/A,Indiana Academy of Science,N/A,OTHER,False,True,1140,Science,en,http://books.google.com/books/content?id=mtdVAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=mtdVAAAAYAAJ&rdid=book-mtdVAAAAYAAJ&rdot=1&source=gbs_api,1921,N/A
2zdAAAAAIAAJ,python,Jungle Beasts and Men,N/A,Dhan Gopal Mukerji,N/A,OTHER,False,True,198,Children's literature,en,http://books.google.com/books/content?id=2zdAAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=2zdAAAAAIAAJ&rdid=book-2zdAAAAAIAAJ&rdot=1&source=gbs_api,1923,N/A
kK7NAAAAMAAJ,python,Proceedings of the Indiana Academy of Science,N/A,Indiana Academy of Science,N/A,OTHER,False,True,420,Science,en,http://books.google.com/books/content?id=kK7NAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=kK7NAAAAMAAJ&rdid=book-kK7NAAAAMAAJ&rdot=1&source=gbs_api,1921,N/A
I2TLLX20xKQC,python,"Nick Carter, Detective",N/A,John Russell Coryell,N/A,OTHER,False,True,24,Detective and mystery stories,en,http://books.google.com/books/content?id=I2TLLX20xKQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=I2TLLX20xKQC&rdid=book-I2TLLX20xKQC&rdot=1&source=gbs_api,1891,N/A
nTVcoZYSdiQC,python,The Century Dictionary and Cyclopedia,"An Encyclopedic Lexicon of the English Language and a Pronouncing and Etymological Dictionary of Names in Geography, Biography, Mythology, History, Art, Etc., Together with Atlas of the World",William Dwight Whitney,N/A,OTHER,False,True,898,Biography,en,http://books.google.com/books/content?id=nTVcoZYSdiQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=nTVcoZYSdiQC&rdid=book-nTVcoZYSdiQC&rdot=1&source=gbs_api,1895,N/A
wu4pAQAAMAAJ,python,IronPython in Action,N/A,Michael J. Foord,"A comprehensive, hands-on introduction to Microsoft's version of Python for the .NET framework. The book shows how to use IronPython with C♯, VB.NET, and ASP.NET applications. Readers will use IronPython as a Windows scripting tool, and see how it connects to PowerShell.",OTHER,False,False,502,Computers,en,http://books.google.com/books/content?id=wu4pAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2009,Manning Publications
b9ccAQAAMAAJ,python,Collier's,N/A,N/A,N/A,OTHER,False,True,1298,"N,/,A",en,http://books.google.com/books/content?id=b9ccAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=b9ccAQAAMAAJ&rdid=book-b9ccAQAAMAAJ&rdot=1&source=gbs_api,1925,N/A
6qAjAQAAMAAJ,python,The British Herpetological Society Bulletin,N/A,N/A,N/A,OTHER,False,False,346,Amphibians,en,http://books.google.com/books/content?id=6qAjAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1991,N/A
lnRVAAAAMAAJ,python,C/C++ Users Journal,N/A,N/A,N/A,OTHER,False,False,764,C (Computer program language),en,http://books.google.com/books/content?id=lnRVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2003,N/A
tKMOS8JX12IC,python,"The Popular Encyclopedia; Or, ""Conversations Lexicon;"" Being a General Dictionary of Arts, Sciences, Literature, Biography, and History. With ... Illustrations",N/A,Encyclopaedias,N/A,OTHER,False,True,490,"N,/,A",en,http://books.google.com/books/content?id=tKMOS8JX12IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=tKMOS8JX12IC&rdid=book-tKMOS8JX12IC&rdot=1&source=gbs_api,1874,N/A
v-IergEACAAJ,python,Learn Python in One Day and Learn it Well,Python for Beginners with Hands-on Project the Only Book You Need to Start Coding in Python Immediately,Jamie Chan,"Python, what Python? -- Getting ready for Python -- The world of variables and operators -- Data types in Python -- Making your program interactive -- Making choices and decisions -- Functions and modules -- Working with files -- Project : math and BODMAS",ISBN_10,False,False,0,Coding,en,http://books.google.com/books/content?id=v-IergEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2015,Createspace Independent Publishing Platform
RzbczQEACAAJ,python,Modern PyQt,"Create GUI Applications for Project Management, Computer Vision, and Data Analysis",Joshua Willman,"Dive into GUI application development and create useful applications for practical and relevant topics in the fields of business, computer science, and research. This book uses a realistic approach to help get you started designing and building the applications you need while learning new tools along the way. PyQt has a vast collection of tools that you can use to create GUIs, many of which seem to go unexplored. In Modern PyQt, you will go beyond some of the fundamental topics of GUI development in order to begin building useful desktop applications. Through extensive examples and hands-on projects, you will explore how to make applications for data analysis and visualization using graphs, computer vision with OpenCV and PyQt, the basics of networking, handling databases with SQL, and more! Whether you are looking for new ideas to practice your skills as a programmer or you have a specific goal in mind and need some help to get your ideas off the ground, there is something in Modern PyQt for you! What You Will Learn Create cross-platform GUIs with Python and PyQt. Understand the important PyQt classes, widgets, and concepts needed for building interactive and practical applications. Find out how to embed useful Python modules into your applications to create more advanced GUIs. Build useful applications that you can improve or make into something completely new with Python and PyQt. Who This Book Is For Intermediate level programmers or above in Python. GUI developers with some experience designing GUIs. Even if they have never used PyQt before, the concepts learned from other toolkits, such as Tkinter or wxPython, can be carried over for developing applications with using PyQt.",ISBN_10,False,False,310,Computers,en,http://books.google.com/books/content?id=RzbczQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2020-12-29,Apress
S5xJAQAAMAAJ,python,"The Standard Reference Work, for the Home, School and Library ...",N/A,N/A,N/A,OTHER,False,True,648,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=S5xJAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=S5xJAQAAMAAJ&rdid=book-S5xJAQAAMAAJ&rdot=1&source=gbs_api,1912,N/A
FuRDAAAAYAAJ,python,The Standard Reference Work,"For the Home, School and Library",Harold Melvin Stanford,N/A,OTHER,False,True,486,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=FuRDAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=FuRDAAAAYAAJ&rdid=book-FuRDAAAAYAAJ&rdot=1&source=gbs_api,1921,N/A
68LpFwitupEC,python,"The popular encyclopedia; or, 'Conversations Lexicon': [ed. by A. Whitelaw from the Encyclopedia Americana].",N/A,Popular encyclopedia,N/A,OTHER,False,True,512,"N,/,A",en,http://books.google.com/books/content?id=68LpFwitupEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=68LpFwitupEC&rdid=book-68LpFwitupEC&rdot=1&source=gbs_api,1884,N/A
T0JRAgAAQBAJ,python,Raspberry Pi Cookbook,N/A,Simon Monk,"The world of Raspberry Pi is evolving quickly, with many new interface boards and software libraries becoming available all the time. In this cookbook, prolific hacker and author Simon Monk provides more than 200 practical recipes for running this tiny low-cost computer with Linux, programming it with Python, and hooking up sensors, motors, and other hardware--including Arduino. Make sure to check out 10 of the over 60 video recipes for this book at: http://razzpisampler.oreilly.com/ You can purchase all recipes at:",ISBN_13,False,True,412,Computers,en,http://books.google.com/books/content?id=T0JRAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2013-12-10,"""O'Reilly Media, Inc."""
